season,game_id,team,X1PP,X2PP,X3PP,AST,OREB,TO,MOV
2017,18e12a46-3b6d-4485-b99a-5cea993ad6ac,DAL,0.785714286,0.471698113,0.53125,22,8,14,-7
2018,cee6aad2-a966-42f2-b43a-2e6d6ce2fbd9,LAC,0.941176471,0.597222222,0.5,28,13,15,21
2017,3fba142c-10d5-48f5-910d-186f45005202,UTA,0.625,0.491803279,0.333333333,29,14,7,28
2019,a0a37862-b4d5-4513-b08d-24d6a921d638,MEM,0.875,0.649122807,0.407407407,32,9,23,17
2017,bbcd89d2-71bd-457d-be13-30e1eb976108,NY,0.846153846,0.65,0.384615385,26,8,20,29
2017,d004de37-0c0d-4494-bff9-4d0ac6119ab4,PHO,0.826086957,0.448979592,0.435897436,24,12,7,14
2018,b5babb25-9eba-4b69-8467-86428ff91f45,SA,0.896551724,0.5,0.842105263,38,5,17,7
2019,92b23660-5b02-4416-b91d-e5dccfd4133b,NY,0.692307692,0.462962963,0.323529412,24,13,17,-8
2018,b7f1fcb9-358a-4190-8ecd-40acdd831a04,POR,0.62962963,0.551724138,0.333333333,24,13,17,22
2017,2cb7bbe2-0ea1-4d12-9718-417d0765b638,LAK,0.608695652,0.44,0.25,21,12,19,-16
2019,d28a0551-b9be-40ca-932e-eb5c1ebfb32e,TOR,0.714285714,0.358974359,0.346153846,21,9,16,-11
2017,def1721d-c86a-4a14-b636-6490ad8ac4ab,MIN,0.8,0.5,0.347826087,22,10,7,6
2017,b8837622-24b9-4ac6-b8d3-1c291a44558b,BOS,0.782608696,0.571428571,0.451612903,32,4,9,5
2019,cdb2270c-7e7e-4b8e-81e7-efdc6d6a42dd,PHO,0.826086957,0.407407407,0.413793103,24,8,19,-16
2019,078378a1-6186-407a-ab37-5f35297e8e36,OKC,0.9,0.612903226,0.35483871,28,6,11,-3
2019,17274390-387e-464c-a615-47e37ec91057,MIA,0.785714286,0.557692308,0.303030303,24,5,8,-3
2018,e1b23f5f-7eb2-454d-85f5-1149481709c2,SAC,0.8,0.388059701,0.24,11,13,19,-15
2018,282035ca-b76f-4f41-bf1a-5668b0b8b0c4,ATL,0.782608696,0.589285714,0.40625,33,8,16,5
2017,78d18062-b19a-470a-94ca-ed3b22363c44,ORL,0.875,0.55,0.347826087,20,6,11,4
2017,2ab2e2ce-06b3-4a9a-bc87-9d79de706f4a,SAC,0.833333333,0.530120482,0.428571429,23,11,15,5
2017,a843ef7d-e561-42c7-a081-68e418ab06c9,OKC,0.555555556,0.390625,0.454545455,25,18,8,-1
2017,9074276b-919e-49e2-915d-0c8253d69fe0,MIA,0.666666667,0.520833333,0.378378378,21,10,19,11
2017,4484dbe5-def5-43ad-95eb-998c30c2a833,CLE,0.733333333,0.568181818,0.333333333,25,3,12,1
2017,98ccce63-c104-4e28-8930-579f5f692d7f,BKN,0.714285714,0.489361702,0.369565217,22,10,12,5
2019,e08a83a5-3cc6-47e6-8a2f-73a0bd7d2c46,CHI,0.764705882,0.629032258,0.36,25,4,12,2
2017,fa3235f4-95ba-4e7c-80e1-2cf7cd79209b,POR,0.95,0.483870968,0.315789474,11,10,16,-1
2018,875fc2bd-99de-4f89-8b6a-2ed2eb3dca32,ORL,0.612903226,0.463768116,0.28,20,14,12,3
2019,8ccdd6fa-70da-47d5-9c3f-ec9d41173d66,BKN,0.75,0.530612245,0.333333333,24,9,12,-3
2019,f3afd6d1-29b8-48d3-acae-dc829d68e3f4,MLW,0.702702703,0.482142857,0.516129032,21,7,10,5
2019,d3a7ae03-3fc9-431a-9b7e-a4ce702bf417,NO,0.692307692,0.551724138,0.409090909,32,14,9,15
2019,98d97756-ccbe-42c7-bf06-3c4ebd849c6b,MEM,1,0.603448276,0.285714286,30,14,14,13
2017,1c07d37a-a0d5-4f4b-b5d0-11595132526a,LAK,0.72,0.46,0.325,23,12,12,9
2017,6223aa7d-7d2a-4e6c-a10f-8bbfc61e323c,PHO,0.766666667,0.474576271,0.413793103,20,6,11,-11
2019,2aef88c7-37c0-42a8-a5b2-d1f8adc61afe,BKN,0.576923077,0.492537313,0.441176471,19,10,16,-1
2018,3c17827e-5a6c-41bf-bd08-13970bf6fe44,HOU,0.925925926,0.4375,0.395348837,25,12,14,12
2019,5062828a-9e34-48e1-bf4c-947d60164af6,ATL,0.84375,0.447368421,0.461538462,24,4,10,-8
2019,94d788c1-57f1-41d7-b93f-9c3d894d26ab,MIA,0.838709677,0.461538462,0.243243243,15,11,10,-8
2019,2c81ff8e-8cb0-45c7-9e31-3b4e9b2b8c0e,GS,1,0.574074074,0.3,25,7,10,14
2018,8750d67a-4e58-4063-bf48-0f31e63ab4ec,CHI,0.714285714,0.372881356,0.296296296,21,7,22,-39
2018,fa3c08ab-c087-487c-b9ca-73d90d3a2318,SA,0.722222222,0.5,0.575757576,36,11,16,26
2017,03e29154-263c-497d-b598-6fb43d06c548,IND,0.571428571,0.596491228,0.5,27,9,7,34
2018,4589ba5f-a317-42fa-8a56-127524bb7717,BOS,0.913043478,0.540983607,0.48,25,9,14,20
2018,c65cf516-807e-4743-bc02-d2e347a70e64,POR,0.869565217,0.551724138,0.5,28,11,13,27
2018,bb3e9bf4-7fad-4662-946d-c3a65cdc7db8,ATL,0.769230769,0.492537313,0.416666667,25,14,17,24
2019,3becc56d-e5f4-4b43-ac25-f3f388e0dddb,SA,0.75,0.566037736,0.451612903,28,4,17,1
2019,73d6ec78-65e2-4195-91a6-0fc4aa66192e,NO,0.655172414,0.5,0.444444444,31,18,18,15
2018,45e3271b-3971-41b6-b366-709e4fac4297,UTA,0.740740741,0.431372549,0.314285714,19,12,16,-17
2019,a405c9d0-45eb-4e7a-9941-29416828332a,LAC,0.833333333,0.53030303,0.173913043,20,13,17,6
2018,4a40322e-2206-4f1a-ba9d-b6e4afb42a67,OKC,0.8,0.593220339,0.222222222,25,8,13,17
2017,5d53e06f-a28e-4d86-bc78-a01c252338ce,TOR,0.695652174,0.517857143,0.380952381,27,10,12,4
2018,ad0d5fe3-362a-4060-b376-87e28d0c25ae,TOR,0.941176471,0.519230769,0.515151515,30,8,15,16
2019,836447f8-5774-4238-81a0-58c59798b608,TOR,0.888888889,0.625,0.386363636,32,10,17,46
2018,68e89d92-c304-44ec-bc5c-a44d77ad3958,CHI,0.823529412,0.457831325,0.52173913,29,15,13,6
2018,9c710680-56ee-426a-bb2d-7700e9a72b7b,TOR,0.75,0.49122807,0.28125,16,16,13,-12
2019,e3a922f7-b343-466a-b163-cd4df4a9a11c,SAC,0.884615385,0.5,0.257142857,18,17,10,6
2019,c343f246-d6dc-4caa-ae40-232f8f1febaf,BOS,0.814814815,0.428571429,0.432432432,23,11,13,5
2019,fd17db6a-b5c6-4b21-aad4-d17c042f2f93,MIN,0.785714286,0.510204082,0.30952381,26,11,9,-7
2018,49c38123-19fb-4e52-9460-ae44e969f326,MLW,0.714285714,0.683333333,0.35,36,12,14,32
2017,3b372c0d-3d2b-4ca8-9997-b2998e0efc21,NO,0.684210526,0.68115942,0.263157895,30,11,19,24
2018,7b6e020d-75fc-4369-8bec-f8c5be6a05a6,BKN,0.619047619,0.574074074,0.3125,23,9,14,-10
2017,aba8749e-d9c6-4eb9-adac-0eeba69039b5,DAL,0.6,0.432835821,0.310344828,21,14,12,-30
2018,65b9fc73-8e92-43d8-aed9-610084036a62,NY,0.88,0.603773585,0.272727273,22,13,14,-11
2019,3107d55b-0ede-4088-8ac3-b08403512838,SAC,0.75,0.6,0.304347826,26,10,15,-7
2017,64bbd1a6-982c-43f4-8848-1a2ca701a20a,NO,0.818181818,0.647887324,0.25,28,8,9,3
2018,1b76bc72-4639-4fe7-92fe-aa19c1ec380a,HOU,0.833333333,0.552631579,0.404761905,17,8,18,20
2018,90830bfe-3f1f-4a7d-bb5b-71ad0a7020c5,PHI,0.8125,0.613333333,0.391304348,29,15,12,22
2018,a8145fdd-dc48-45fd-988a-16485a4d125d,UTA,0.75,0.632653061,0.390243902,29,9,11,20
2019,4232a153-83df-407f-a4cf-69145e86e98f,POR,0.851851852,0.509803922,0.428571429,18,9,16,-8
2017,7e7cf6dc-517a-455d-8adc-118764172093,WAS,0.677419355,0.607142857,0.392857143,25,9,16,-8
2018,ec9a7eed-658a-47b7-9639-5b8b61056c91,CLE,0.894736842,0.470588235,0.318181818,20,17,18,3
2017,b760ede3-1b0b-4f2a-ba71-0a8a256e6efb,PHO,0.689655172,0.482758621,0.458333333,22,9,19,-15
2017,06784701-36c3-45ca-8573-4e88ca17a32c,TOR,0.727272727,0.575757576,0.4375,24,11,9,13
2017,466cc556-e7f2-4e39-b05c-66c7300d6f29,MLW,0.619047619,0.612244898,0.307692308,19,7,9,11
2018,6b3bc1e0-a299-495a-b324-f2055959fb51,CHA,0.833333333,0.507936508,0.24137931,22,9,18,-28
2017,ec2b405f-6fd0-450b-bbb3-4fdceaabb659,BKN,0.714285714,0.569230769,0.333333333,22,15,18,5
2017,b7f05ad7-babd-46ad-8b44-9cfdd57bf9e9,BKN,0.80952381,0.425,0.404761905,26,12,19,-12
2019,e3362764-485f-456a-af1f-a3a55e40f54a,TOR,0.736842105,0.37037037,0.357142857,21,17,13,-2
2017,ae51e525-b0d8-49b2-973e-817de1a4f19f,HOU,0.642857143,0.479166667,0.235294118,19,12,12,4
2019,b42bdbf0-78fe-453c-923b-0240c931cdf5,CHA,0.764705882,0.452830189,0.342857143,27,13,21,-5
2019,607ef573-1e55-42b6-8f61-496ebe389236,IND,0.85,0.566037736,0.285714286,30,8,9,22
2017,eb6196c7-9d01-4acc-b386-e9e1d9a70f75,MIA,0.65,0.4375,0.423076923,26,19,9,7
2019,5bd33d2e-5460-4ed2-b951-798e5959836f,NY,0.666666667,0.453125,0.307692308,21,10,18,-23
2019,8773bbcd-9ea4-446f-9f82-3da2c229b7e8,SA,0.8,0.543859649,0.46875,32,6,11,10
2018,0d653e46-6e26-453e-88e2-751f65f49f53,UTA,0.76,0.444444444,0.325,25,16,11,4
2019,9ad5934d-569c-4de5-a312-194edbea4301,NO,0.545454545,0.589285714,0.319148936,36,11,15,-11
2017,653eebb8-8fe7-48f4-92a6-f3eed6fd0068,CLE,0.763157895,0.407407407,0.230769231,18,7,16,2
2018,b0e5e7a3-de7d-43ab-952a-c2561838d319,BOS,0.8,0.638297872,0.333333333,30,11,14,16
2017,07b70cce-015a-4d96-8234-d46107e11064,BOS,0.8125,0.543859649,0.35483871,24,15,13,14
2018,efd715a4-9a32-4caa-90d0-ad059d1c7821,WAS,0.952380952,0.62745098,0.285714286,25,6,12,-5
2017,27325baa-36ee-49fa-9fbd-6527ff8ef214,CHA,0.695652174,0.436363636,0.321428571,16,9,14,-10
2017,39306eb5-fb9f-47a0-825d-6b08f8a515fd,DEN,0.777777778,0.542372881,0.37037037,22,14,21,-5
2019,6f78d42e-2f79-48ec-a48c-262eddfba95a,ORL,0.814814815,0.408163265,0.24137931,17,13,22,-7
2018,f96cd105-581d-45e5-b8eb-7ee0f5208235,CLE,0.740740741,0.46,0.275862069,16,10,17,-22
2018,780f5a8c-9887-48af-b833-00a2aa594bdf,SA,0.863636364,0.56,0.466666667,23,4,16,6
2019,a68e5343-7b24-42d7-a0db-678028f73c00,BKN,0.647058824,0.538461538,0.379310345,22,13,22,-6
2017,de805d69-c043-46ad-bc9c-7975f1ae9839,CLE,0.619047619,0.58974359,0.358974359,28,7,15,6
2017,606c848b-0f3e-43a7-81ad-d8346d98e2d0,PHI,0.888888889,0.423728814,0.411764706,26,8,15,18
2017,e16acb6e-ef82-451b-8ff8-cd0bd9945526,DET,0.666666667,0.46969697,0.225806452,23,15,19,-3
2018,52bf78b3-ff69-44c6-b049-a712b9f48f29,DEN,0.717948718,0.442857143,0.105263158,15,13,5,-4
2018,4cf64275-c3c4-4947-836a-e10b1a9d127a,LAC,0.673913043,0.491803279,0.36,20,10,10,8
2018,3b3da09e-ef14-4da7-8e5c-175ccb5effbb,ORL,0.916666667,0.543478261,0.289473684,21,9,15,2
2019,e15b6867-b42b-4420-b62f-9c1bdfb6637a,DET,0.636363636,0.49122807,0.305555556,25,9,11,-24
2019,b3ec059d-68ef-4921-a9a7-8229ad946c9f,TOR,0.823529412,0.549019608,0.263157895,20,9,17,-22
2017,5f416940-2c0a-47c6-9f92-95dc384a6d58,GS,0.619047619,0.695652174,0.416666667,28,7,12,19
2017,486380a5-e357-40e0-8172-410613942454,DET,0.72,0.444444444,0.4,19,15,11,3
2018,bdee1d70-9135-44ed-8509-8b90933be127,CHI,0.818181818,0.49122807,0.424242424,23,5,11,-1
2017,d61f81db-25e1-4afc-87fd-af6b214718f7,PHI,0.727272727,0.55,0.194444444,22,17,14,-10
2017,ec592608-23f9-46cc-942c-f822e1186931,SA,0.851851852,0.533333333,0.411764706,21,11,13,4
2017,908c30d9-c187-4b19-86ff-81b1fef8c256,PHO,0.833333333,0.484848485,0.1875,17,11,18,-22
2018,272c86fe-2c24-491d-ab8d-287b6727941d,ORL,0.76,0.690909091,0.486486486,35,9,19,36
2019,af3fe9ba-835c-4b11-a31d-c120b44f1c99,SA,0.736842105,0.474576271,0.333333333,22,13,15,-6
2017,b5f24200-b4e9-45e8-af90-667a3eccbf6b,SAC,0.444444444,0.523076923,0.260869565,23,8,13,-16
2018,7057f30c-c525-470e-b9a2-4d4b559d762f,IND,0.724137931,0.516666667,0.458333333,29,8,11,8
2019,08b1b862-c29a-4dd1-84c2-625905d3b462,BKN,0.75,0.475409836,0.297297297,19,11,17,-8
2018,f9d0c9dd-9834-43bd-bfc5-33d2b3f59fe3,DEN,0.657142857,0.62745098,0.352941176,30,12,22,27
2017,2c5959d9-8599-4db1-b7ec-772ab9e7c6f7,OKC,0.833333333,0.566666667,0.342857143,22,21,16,24
2019,b1b11306-4420-4b79-8178-e14ace5a5502,OKC,0.894736842,0.392857143,0.4,23,6,8,-10
2019,8322cce9-23d2-4628-a96c-d91f7c2f8c6d,ATL,0.571428571,0.42,0.292682927,20,8,18,-26
2019,bd5bf896-4926-4098-b5cf-67b0346a4af6,CHA,0.730769231,0.469387755,0.405405405,30,13,17,-2
2018,b7c9f2d4-7629-4a34-bc27-3c0a2b9f414a,CHI,0.823529412,0.483870968,0.346153846,22,8,10,-3
2017,4c2b11ac-ee2e-47f7-9439-9cef811f30f4,NY,0.777777778,0.5,0.461538462,24,12,8,23
2019,68bace42-24f2-451a-88cc-511b5842bab3,NO,0.740740741,0.549019608,0.4,31,8,17,-5
2018,479f8e1b-29c3-4c65-9e18-c2d86348c715,LAK,0.65625,0.589285714,0.3,23,9,17,11
2019,8a18fdc4-bd0b-412e-983c-2310d2676094,POR,0.823529412,0.518518519,0.485714286,20,9,11,16
2018,50fce1e2-6da1-4997-aa23-11bba237bdd9,MIA,0.730769231,0.512195122,0.3,21,10,23,-7
2019,6cc30918-302c-4447-92a7-cfda0fe731de,NY,0.642857143,0.532258065,0.388888889,29,9,7,24
2017,97e31e66-4007-4f34-ae8a-48df06ed37fa,OKC,0.476190476,0.476923077,0.272727273,21,15,20,3
2018,8e2df594-a299-4bf1-824a-488a924b512a,DAL,0.8125,0.545454545,0.470588235,32,9,5,5
2018,af30b597-d557-4fc9-803d-429f9cf1cdaa,HOU,0.85,0.531914894,0.375,22,11,10,27
2017,0f62af32-64d6-4091-bda9-ddb7bc562dc5,POR,1,0.435483871,0.3125,17,14,11,14
2017,a84bef0d-0228-427a-9102-b107e7d3a0c8,LAC,0.846153846,0.666666667,0.387096774,29,5,15,21
2017,980983cc-5aab-4329-8c29-4cc3099721b7,BKN,0.882352941,0.5,0.457142857,24,10,11,-10
2018,7f1b21e1-3fd6-40e1-9943-3fcd3e840063,IND,0.75,0.508196721,0.4,31,14,16,16
2019,d6d15921-23f3-4c97-9dc6-91f58ff9d26f,CHI,0.741935484,0.456521739,0.382352941,23,11,15,-7
2019,a37e7dd3-c019-4306-b529-018fa7c6a690,POR,0.631578947,0.518518519,0.433333333,20,9,10,3
2017,bbbf91f0-e71d-43f3-aa34-435e3d5a35c9,MEM,0.84,0.480769231,0.371428571,27,11,14,-1
2017,37b1f803-3390-42e4-80df-b3d0d93b1038,DAL,0.842105263,0.463414634,0.5,27,7,16,32
2018,a30f787b-1e07-4e21-9bc3-a0a6d1dec043,DET,0.636363636,0.535714286,0.542857143,34,10,7,23
2017,38dc7110-cf68-4bde-b5fe-9aa057277ef3,MEM,0.875,0.549019608,0.285714286,22,6,16,3
2018,b296bb29-8627-42c2-b559-74e40ee9af92,LAK,0.6,0.592592593,0.340909091,30,12,14,7
2018,288c7a6c-3246-4036-89f2-367f44a6577b,NO,0.681818182,0.620689655,0.382352941,32,10,7,-3
2018,2927069b-5142-4e72-92d8-a8f34709463d,ORL,0.909090909,0.473684211,0.44,25,9,15,7
2017,1400a4a1-1e0c-4675-9d92-27c985714f0b,NY,0.75,0.440677966,0.148148148,17,7,11,-24
2018,d9074299-3f12-4b30-be08-75b55183084c,LAK,0.75,0.492537313,0.588235294,23,8,20,1
2019,cece1a80-c525-4d2d-b71a-6b6a42b4ff61,MLW,0.793103448,0.535714286,0.317073171,21,15,9,4
2017,66c13b54-b5bf-4e54-98ac-75d05f8bbe2a,IND,0.8,0.509433962,0.352941176,21,7,13,2
2017,3f00c61c-3ae9-471f-a5c5-2d9b72809395,PHO,0.777777778,0.467532468,0.315789474,18,16,16,9
2017,47334d59-df86-47ab-9bc0-617b85686a2c,OKC,0.725,0.557692308,0.423076923,23,11,11,9
2017,2896cc46-0a6a-4363-af22-800e80009a09,CHI,0.7,0.407407407,0.4,27,9,9,-5
2018,49288424-b789-4781-bfc3-f30525afdba0,BKN,0.636363636,0.517241379,0.37037037,25,14,17,8
2019,f8cb8408-783e-483f-938c-c92106c3ab5d,BOS,0.833333333,0.532258065,0.3,32,13,12,3
2017,dc722978-0c81-4f41-948d-ee1876a2b956,OKC,0.730769231,0.452830189,0.419354839,20,11,14,-11
2018,899bd498-e07a-4a38-808b-622c10d41c89,BKN,0.821428571,0.466666667,0.119047619,23,16,13,-19
2018,35442428-25f5-4850-a5b8-8a4b1a084dbe,CLE,0.869565217,0.595744681,0.448275862,24,8,16,-8
2017,5b915ccb-b4d9-43a0-80b0-c651384df72b,CHA,0.642857143,0.4,0.225806452,18,13,6,-2
2017,1b8062c6-9c88-475b-90ef-6d22b87d4a4f,ATL,0.833333333,0.428571429,0.419354839,26,13,15,-12
2018,74b8895d-0b06-403d-9ac1-2823f1674112,LAC,0.789473684,0.435483871,0.45,22,7,17,-11
2017,cd9fd0a3-2f3b-4fea-b73f-d9788546f639,CLE,0.714285714,0.526315789,0.235294118,18,13,15,-16
2018,b3eb6d1c-885e-48b0-8b86-89ec9b1fe7dd,MEM,0.903225806,0.490196078,0.290322581,23,6,10,8
2018,cc3eae54-d948-4d92-99a0-f1fdacfebbb0,GS,0.7,0.518518519,0.388888889,26,9,17,-6
2018,0b16ea1b-b425-4eca-9df0-723b62952444,DAL,0.705882353,0.465517241,0.305555556,25,15,13,6
2018,908a85f9-5d07-44ec-9d1b-95b116f907cd,WAS,0.761904762,0.566666667,0.481481481,26,11,18,17
2017,7078cf62-599f-4554-a6eb-ba73b2619bde,ATL,0.909090909,0.6,0.375,26,4,9,-13
2017,c3e87633-18ac-4afa-804d-e8050c64000b,LAK,0.884615385,0.49122807,0.423076923,19,12,14,19
2018,57989863-3aea-4279-9755-62ab02d63ceb,PHO,0.777777778,0.46,0.342105263,19,9,16,-14
2018,61ddf156-c095-48b4-b701-807425ab1987,NY,0.75,0.446428571,0.352941176,20,19,16,-3
2017,c4d1603d-5993-4ef3-8b07-54047d1be32e,CHA,0.742857143,0.516129032,0.304347826,21,8,12,-18
2018,9b6f669f-66b0-4948-a611-9afce21374b6,HOU,0.714285714,0.43902439,0.351851852,22,19,9,7
2019,70b9902c-85f7-49f7-a3d2-cfb266d9ff1c,HOU,0.848484848,0.630434783,0.227272727,21,9,14,4
2017,5e5ccdba-62b8-49ee-a782-0681066ecbf9,LAC,0.676470588,0.528571429,0.352941176,25,15,10,-19
2018,f709142e-d7a1-4ef5-b1ff-8b1dff6438ee,TOR,0.590909091,0.666666667,0.425,36,5,14,36
2017,a7065aa0-c4ee-4614-9ae5-4940f2e814fc,DAL,0.941176471,0.411764706,0.297297297,21,8,15,-6
2019,9d9474a8-5b84-419f-aa14-b67081dd90b4,ATL,0.653846154,0.573770492,0.216216216,27,13,10,4
2017,77b54cea-32ed-4e9c-ab4c-89412d3ff002,IND,0.761904762,0.383333333,0.588235294,18,8,14,3
2017,a2d61cdf-b184-47b9-bfe4-e0edf0b8e73d,UTA,0.818181818,0.509433962,0.24,15,8,19,-19
2018,2ef398d7-4dcc-43a3-a8da-2a2486bddf25,MIN,0.714285714,0.653846154,0.258064516,23,7,22,7
2018,22a3e467-ff1d-429a-845d-013eef910dd0,CHI,0.8,0.5625,0.344827586,21,9,14,2
2018,5fe107ad-5138-40ed-a324-6259be237cd0,TOR,0.888888889,0.586956522,0.341463415,32,10,11,18
2018,15a01dd0-d5ba-40fe-9a22-14f6da237f0b,OKC,0.727272727,0.380952381,0.3,19,17,14,4
2019,8963dffc-d6f4-42e5-8358-9dcaddb0af03,PHI,0.695652174,0.369230769,0.5,24,8,14,9
2018,6823767d-8397-4ec3-904f-b7d2cbdf39ee,LAC,0.75,0.446153846,0.523809524,21,18,21,16
2018,bd22178c-9112-4e2e-8df5-f40df2fdf60b,MEM,0.75,0.5625,0.481481481,22,4,16,9
2019,51b41ef5-99e3-4acf-bc02-9804c39b3da2,CHA,0.789473684,0.529411765,0.444444444,27,7,15,-2
2018,516fdaf7-d5fd-4727-be9a-a7cb16e85b6f,IND,0.65,0.436619718,0.315789474,19,7,8,-10
2017,481725bd-0062-4fcd-868a-5925910ac8e0,HOU,0.909090909,0.558823529,0.285714286,19,7,13,9
2019,df2d915a-4d52-4257-8b63-4c18c48a6869,ORL,0.75,0.5625,0.297297297,21,9,10,-13
2019,3dce9d0c-80c8-4ca0-a8b3-031355c386a5,HOU,0.741935484,0.648148148,0.227272727,26,15,11,-14
2019,25dc8eaf-6c41-47e0-b7c7-4196fd89e755,OKC,0.794117647,0.65,0.291666667,25,6,12,4
2019,37ee2390-b133-4c01-92fb-e83014fed2d8,TOR,0.8,0.511111111,0.435897436,29,10,11,20
2018,f5d25bec-d3b6-43f2-a686-1ba944d4aac9,ORL,0.588235294,0.379310345,0.387096774,19,11,11,-39
2019,49b5cd36-dca7-4344-a2c3-49b06f311e4d,UTA,0.642857143,0.468085106,0.358974359,20,7,14,-3
2018,b39de59c-ea8f-4dbc-bff1-f6a8b04ba83d,LAC,0.909090909,0.50877193,0.451612903,30,13,12,11
2017,c62cd2f2-5e31-4493-ab5b-540cef914398,NY,0.5,0.614035088,0.366666667,26,8,14,-14
2017,e5de5956-442b-47b0-9824-273228498127,SAC,0.647058824,0.420289855,0.52,28,17,11,-5
2017,338444b6-7c43-4a8c-8a7c-8cd5e153724c,POR,0.9375,0.507692308,0.266666667,30,13,10,9
2017,23a6b976-5031-4d1a-9c6a-a455e257ab4e,DAL,0.789473684,0.558823529,0.475,22,3,17,-2
2017,43d3254a-46bf-47fa-b2d2-a9d9d5c8a80e,UTA,0.9375,0.561403509,0.375,28,6,15,10
2017,bc32f118-0cde-4093-ba87-3d39fafa1e89,LAK,0.5625,0.602941176,0.375,36,13,15,18
2019,7b835dbe-11ee-45bd-9245-19d7514bd28b,MLW,0.826086957,0.462962963,0.428571429,26,8,13,12
2019,bfd467ee-5960-41bc-9e2b-f4573a80fb05,MLW,0.846153846,0.5,0.28,16,17,14,-2
2018,5b4434dc-1d26-45a4-9dde-98d2a4ba60d9,IND,0.857142857,0.433333333,0.357142857,18,11,12,-4
2019,548b6521-678d-4c06-986f-2cc341a2284a,LAC,0.740740741,0.523076923,0.192307692,16,11,11,6
2019,6e6d5014-535f-4fae-90b2-131954bbe2eb,GS,0.733333333,0.52238806,0.27027027,27,14,8,-2
2017,7189fdfe-60b0-4be1-bb5d-743d768978c5,MIN,0.6875,0.434782609,0.5,27,11,6,12
2017,083d9f80-c678-456c-8bf1-68c8f3a94f19,SA,0.85,0.544117647,0.233333333,28,12,16,-4
2017,012a229b-9d3e-4930-989e-6c226e38838a,DAL,0.736842105,0.48,0.292682927,22,5,12,-4
2018,3e9fb33c-c753-418b-80b0-e4b18be3ca8c,MEM,0.714285714,0.420289855,0.322580645,22,19,9,-15
2017,a17c0c0d-18f2-4182-afee-779b026cc442,MEM,0.8125,0.463768116,0.263157895,21,14,9,3
2019,8e3b001f-7f92-47a6-914b-003bbb191df8,DEN,0.916666667,0.557377049,0.357142857,27,10,15,9
2018,f78fa178-9dab-43c2-a4f5-9fc0b374f2e4,SA,0.72,0.513888889,0.421052632,15,11,11,14
2019,05279d4c-2c55-44c5-9a81-4531f156e319,NY,0.6,0.471698113,0.375,30,10,11,-7
2019,32c5e17a-608e-4fa6-b0b5-940825b39122,LAK,0.714285714,0.551724138,0.295454545,27,14,16,9
2017,c202aad8-d436-4075-bd54-2311cf7d2c66,PHO,0.76,0.557142857,0.208333333,13,12,15,-16
2018,d13e2b60-11dc-45b3-a0e8-19f25b361587,POR,0.7,0.543859649,0.390243902,31,6,12,-2
2018,5d1e3427-88ee-4ca0-bb21-5fd717610b7c,POR,0.727272727,0.550724638,0.171428571,20,16,14,-4
2017,03237bd1-8786-4f26-b010-779ff8b70905,MIN,0.935483871,0.545454545,0.25,23,11,10,8
2018,cfa30fa7-bf9e-4bfc-8cec-780eb65c1154,DAL,0.75862069,0.41509434,0.421052632,21,18,12,-5
2017,710c57de-1d39-4713-80bb-d78d6f493c6c,NO,0.789473684,0.543859649,0.515151515,40,6,10,15
2017,6e0428bb-9b4c-45c9-9bbd-5b949fd2895c,DAL,0.689655172,0.520833333,0.423076923,20,4,11,9
2019,9f74212f-a3b7-4ae9-9b78-faf56f15723c,IND,0.909090909,0.536231884,0.375,23,10,12,-3
2019,7668ce1e-e8f3-4e9d-92b4-b76a9f53f568,PHI,0.794117647,0.541666667,0.264705882,12,8,8,-4
2017,840759e5-ac52-4a2f-be77-73b65fdbb14f,CLE,0.666666667,0.549019608,0.294117647,22,14,20,1
2018,c24c7e0a-b452-4111-8698-9f80a03e2e6b,BOS,0.777777778,0.549019608,0.225,21,9,12,-3
2017,d8b0a612-3c3d-44f6-bcf4-a59e0a4593b2,SA,0.827586207,0.509090909,0.222222222,18,11,8,13
2019,282d74a3-b433-453a-bb3d-26024dfea5c1,ATL,0.903225806,0.514705882,0.35,29,11,14,5
2017,a5cc7cf7-6747-42e6-a305-438d63c7b17f,BKN,0.863636364,0.4,0.193548387,11,12,16,-2
2018,714493d8-b343-4ac9-96bb-f133d8db5f9b,DET,0.947368421,0.534883721,0.378378378,25,11,23,11
2019,d1501c3a-e739-4844-b724-2b838eccf26a,MEM,0.782608696,0.367346939,0.408163265,27,11,13,-13
2018,e2fb5b50-2aa3-4a5a-b07a-fb7e732cff7e,GS,0.714285714,0.533333333,0.133333333,22,8,10,-35
2017,caafe834-358e-4aeb-9cce-7ba1d7209e90,UTA,0.80952381,0.510204082,0.272727273,25,12,16,-3
2017,8119d012-eea1-4061-912f-261b03971d11,HOU,0.75,0.586956522,0.382978723,22,5,19,23
2017,a423c44b-5204-4f81-a1c2-2eb13769eec4,DAL,0.772727273,0.462962963,0.264705882,19,9,15,-5
2019,b06ce0ff-46f7-4fca-a4ad-f83ae7f70310,ATL,0.807692308,0.523076923,0.341463415,26,15,17,-5
2018,fce2f371-55e1-4b2c-8858-320e9b8adc07,UTA,0.75,0.465517241,0.323529412,22,14,16,6
2017,4b622b71-759b-46a9-b5aa-792e35ff140b,WAS,0.76,0.548387097,0.4,26,14,11,-5
2019,bbff52be-7a6c-4539-913d-aa31fe6033f1,BOS,0.862068966,0.545454545,0.315789474,29,13,11,13
