season,game_id,team,X1PP,X2PP,X3PP,AST,OREB,TO,MOV
2019,fc141ff7-598b-42c2-9827-ff9eb6ba7ae4,PHI,0.6,0.523076923,0.56,34,10,20,12
2017,c66492d6-8230-4a92-8741-bdd20588ca44,DET,0.823529412,0.603448276,0.346153846,23,13,17,4
2017,91a0da7f-7c6a-4b26-b395-d3124b72e4ca,ORL,0.590909091,0.576923077,0.464285714,31,6,12,13
2017,f76a19ef-444c-45f5-a67e-db848f1420f4,CUR,0.818181818,0.644067797,0.261538462,35,24,17,-3
2018,18730658-e2fb-428d-80bc-a14256efe218,MIN,0.869565217,0.487804878,0.472222222,22,5,16,-14
2018,97177490-e46e-45e8-a48f-9c5437417202,BKN,0.75,0.516129032,0.38,24,6,15,16
2017,846778ed-f9b4-4515-b3d3-fd4fcb2fbee7,CHI,0.75862069,0.444444444,0.21875,20,18,13,5
2019,64292937-e648-4e43-9320-3bf4d85566ee,HOU,0.733333333,0.588235294,0.275,21,10,15,6
2017,8b725933-cd00-4594-9ffa-7f5c0743e8c5,DAL,0.6,0.563636364,0.361111111,30,8,16,-1
2019,b5df6790-2212-4a93-95bb-49330fa0da2c,DAL,0.818181818,0.594594595,0.454545455,28,5,17,-3
2018,00cbd37b-232b-454c-96b8-93af37fa50a4,BOS,0.756756757,0.543859649,0.361111111,30,11,14,9
2018,96bb4575-b197-4768-9451-a4ccb9dbb683,MIA,0.708333333,0.625,0.391304348,23,7,18,1
2017,2bb3de49-6262-45ff-beb5-d1bdb194b464,DEN,0.866666667,0.519230769,0.483870968,30,7,12,9
2017,55521115-9a9e-4448-99f8-221d8323e6a1,TOR,0.821428571,0.418181818,0.433333333,20,12,12,15
2019,592cd86b-71e7-4770-aa4e-f1c654954a55,POR,0.84,0.527272727,0.571428571,27,12,15,10
2019,f14736fb-f96d-4665-a858-d1064d412dd6,OKC,0.80952381,0.518518519,0.35483871,19,6,13,-8
2018,4bdaf328-cb1d-4356-b741-ae175f0af426,NO,0.75862069,0.508196721,0.264705882,22,11,16,-21
2019,1eff03f4-fda7-4b70-b677-621689d43308,TOR,0.875,0.530612245,0.307692308,27,12,17,-10
2019,95fa2da9-aae3-4563-93a6-3a7e5732e7bc,BOS,0.6,0.581818182,0.321428571,21,13,15,-13
2019,fcc86410-e575-4b8c-9937-f875fc56897e,BOS,0.8125,0.5,0.390243902,21,10,10,19
2018,8de3aae7-f721-4379-a289-d859448fa4e7,DET,0.689655172,0.528301887,0.363636364,25,8,15,5
2017,37b0701a-87d9-4379-915d-3b857511019f,MLW,0.736842105,0.543859649,0.181818182,17,6,9,-11
2017,e8e086cf-48aa-4c46-9ad3-7775da795626,SA,0.833333333,0.53125,0.4375,18,5,12,12
2017,d714bfb5-61d5-4a2f-9089-241a619781fb,NO,0.739130435,0.529411765,0.34375,28,7,21,-5
2019,08d90869-53c3-4c54-bdb0-c61e213dada7,ATL,0.916666667,0.64,0.3125,22,4,13,5
2019,53cbfe1b-45b2-4231-b143-19f2798e9f8b,PHI,0.888888889,0.5,0.47826087,27,4,12,3
2018,7a77cf01-6c29-461d-b163-11a8f15234ab,MLW,0.611111111,0.543859649,0.435897436,35,7,7,38
2017,942ea597-636e-4932-b233-671c2a0ad5ac,SA,0.894736842,0.410958904,0.269230769,16,15,10,5
2018,b8d8a6cb-5559-4f7c-87c2-0e946bf356aa,CLE,0.941176471,0.344262295,0.523809524,14,7,13,-26
2017,7bf8a61d-b80b-4eb1-b02b-2d33f1de7709,LAK,0.75,0.5,0.25,24,12,16,-14
2018,8f86078f-631e-4a1f-9b66-10864bc1bfd5,SAC,0.727272727,0.547169811,0.290322581,26,11,12,13
2018,c4bfde19-d3af-4408-9a93-19326d312178,IND,0.6,0.620689655,0.346153846,31,6,9,15
2018,1f2e18d6-4921-4905-8486-cdb77b68844b,ORL,0.761904762,0.5,0.451612903,31,12,9,29
2019,916cc2a3-83d9-4d18-a4e3-c67bb75356f9,CLE,0.681818182,0.4375,0.375,24,12,9,-20
2018,0cc081d5-d5c0-4809-9d62-3135c6ee015c,PHI,0.862068966,0.446428571,0.451612903,26,11,21,-3
2018,abec291d-64e5-4fb1-806c-fb44c39eb3d4,NY,0.75,0.5,0.269230769,22,7,11,-9
2018,143b91e1-d259-478a-85e5-4cc021d0686e,GS,0.806451613,0.471698113,0.489795918,33,10,10,7
2018,0dad471a-fa39-4409-b5a5-ad7322f2d7b6,UTA,1,0.618181818,0.4375,26,8,18,4
2018,a0507608-7763-440f-89be-14fadde094a5,LAC,0.642857143,0.460526316,0.454545455,24,11,12,-20
2018,49dac382-4434-45ff-868e-e6f26fec6f07,NY,0.827586207,0.64,0.461538462,24,10,23,1
2017,203a360e-6590-4181-bad9-de318a0414ef,UTA,0.777777778,0.642857143,0.470588235,29,10,16,47
2018,e6a108b4-115d-4253-aba7-7880b23c2a77,GS,0.861111111,0.528301887,0.35,22,15,7,2
2017,44437397-7a2b-45f9-b45e-391d0846ab63,DAL,0.882352941,0.5,0.210526316,18,11,11,-24
2017,7b19c4d2-ef65-4e33-b633-f100105776ae,POR,0.888888889,0.535714286,0.258064516,23,9,11,13
2017,f5524f4d-8ef4-4c84-84ae-5bb91494ddbb,PHO,0.8,0.509090909,0.28,11,10,10,-3
2018,6abb0cfa-8d0b-4306-83ec-db02071f6535,TOR,1,0.666666667,0.423076923,29,3,13,-1
2019,0480a8cc-b0b4-4430-8181-d9d966612aa5,CLE,0.75,0.509803922,0.342105263,24,17,12,-6
2018,ef3de4cb-e1ed-41d5-8339-17d684965dc8,HOU,0.916666667,0.611111111,0.365853659,25,8,10,32
2017,e78a04ad-70dd-405d-b3d9-62cdcb70cf0b,NO,0.916666667,0.561403509,0.291666667,23,7,15,17
2018,e7dcb659-7cd6-44a4-803d-90bf2e56dc7d,GS,0.833333333,0.490196078,0.515151515,30,11,14,22
2017,8d2885ef-e821-48a4-8e65-ecb73a1626b0,CHI,1,0.543478261,0.461538462,31,7,15,12
2019,dbc369fe-1442-4420-b644-5e9593e7ba2a,DET,0.625,0.538461538,0.3,20,19,15,-3
2019,a09755b5-fc57-4bd4-b2f2-7c00356badde,LAK,0.675675676,0.538461538,0.323529412,20,11,13,2
2018,eaacd828-6113-4f27-b695-a5276163d423,SA,0.705882353,0.596153846,0.424242424,27,4,11,6
2018,56e202cc-cb73-4bd1-8919-2b149518c171,IND,0.833333333,0.537037037,0.272727273,22,6,18,6
2017,7e088969-a379-4863-8147-7d9a476fd59b,MEM,0.777777778,0.574074074,0.296296296,31,8,19,-9
2018,092d461f-ee17-4839-9724-f1b8a260271e,CLE,0.458333333,0.6,0.441176471,30,7,15,3
2017,3896ecdc-c302-4d62-ab12-041399aeb113,WAS,0.5,0.490909091,0.409090909,21,6,15,6
2018,4663336a-5960-42ab-b232-192fcf0134ad,PHI,0.757575758,0.516666667,0.315789474,28,17,12,25
2018,eede3c4a-03c5-47f1-a307-691be306862c,OKC,0.717948718,0.546875,0.380952381,25,12,17,9
2018,77e57d24-c0fe-488f-bbc2-6682a8cd83e9,IND,0.76,0.462962963,0.34375,23,8,13,1
2018,5e738a38-e452-4efc-8e15-79a52eb4e8ff,NO,0.964285714,0.557377049,0.3,27,8,11,5
2018,e2d9e797-f778-4ed5-8f37-b2fbf403c126,SAC,0.6,0.482758621,0.333333333,21,20,22,-26
2019,ebf4cb43-1308-480d-84e7-9715619f1349,MIN,0.689655172,0.52,0.25,20,20,18,6
2018,f1e73749-ab00-4708-b8da-a00f9ea39820,IND,0.875,0.7,0.259259259,31,3,11,-5
2019,4f6911fe-2fc6-4c19-816d-59e0fb26ba67,WAS,0.8125,0.568965517,0.375,22,6,19,6
2018,7a8aaa80-f942-408d-bf3d-93892cacea55,TOR,0.588235294,0.569444444,0.2,23,12,20,-2
2019,a991fc6b-8191-4352-b48e-fc7d45efbe26,POR,0.96,0.432835821,0.366666667,11,13,10,-4
2019,489781c7-8add-4fa4-a402-bc10f85c5d52,SAC,0.666666667,0.442622951,0.372093023,26,8,10,-4
2018,51830060-91a4-4fb8-bff0-f43683605915,GS,0.933333333,0.6,0.378378378,33,9,14,-1
2017,4a422bc5-bdfc-40c1-8f9d-9760e6dc2baf,CHI,0.928571429,0.6,0.34375,31,9,11,18
2019,48652cd1-4cea-4ce8-b7b8-36aaac646742,POR,0.8125,0.4375,0.354166667,24,11,12,-8
2018,c88af6a3-015a-4807-8af2-f2e4f9a4bf6c,ATL,0.785714286,0.642857143,0.333333333,29,11,11,8
2019,6b25da06-aa87-4ca4-9290-a5da80e0adb0,POR,0.931034483,0.571428571,0.314285714,19,7,10,3
2017,967f756d-7681-40c3-89dd-97e493c0c6d2,MLW,0.846153846,0.578125,0.411764706,22,8,11,17
2017,38cf7de4-360c-4672-9ce8-bcd5b11c6d39,BOS,0.695652174,0.493150685,0.461538462,30,10,17,-1
2017,47279135-ed58-43ca-9615-b6ffb593d466,CHA,0.846153846,0.492537313,0.483870968,27,13,9,24
2017,8b13f06c-7d02-4561-a1db-8d76763933e5,PHO,0.777777778,0.489361702,0.424242424,27,4,19,-17
2017,a3a6ad5e-19c9-4b9e-a1be-b796473590ff,ATL,0.666666667,0.440677966,0.466666667,29,13,13,15
2019,725fc3d3-acfd-45c8-903d-72876e3d2bdd,MIN,0.761904762,0.464285714,0.342857143,23,9,9,-13
2018,6f302741-94b2-46bc-afc2-72817cdd573c,WAS,0.833333333,0.454545455,0.3,22,8,12,-9
2019,abed1c3d-dc72-4ed4-b9d5-a772da5eddd7,LAK,0.631578947,0.5,0.451612903,29,14,16,5
2019,d465cf69-8231-4aa7-b654-b0ea7051dffa,MLW,0.62962963,0.592592593,0.294117647,25,10,14,9
2017,a70f4e7f-e605-447e-94d3-9c22fbab4f32,BOS,0.85,0.491803279,0.322580645,24,11,5,13
2018,b796743d-32d2-4c09-a32b-15684144187c,NO,0.65,0.492307692,0.375,17,7,17,-10
2018,5a5d41d3-f4e5-4a9d-99d6-de789e9ba3ca,WAS,0.714285714,0.547169811,0.357142857,29,9,10,-8
2017,29fd4b2d-608f-4ad9-ba35-8ab1fadcd82a,DET,0.777777778,0.457627119,0.4,23,20,17,7
2017,df75af15-9316-43cb-a8bc-e6c3631fcd9a,UTA,0.84,0.535714286,0.379310345,19,12,16,8
2017,c38915a6-6ef7-4558-9387-e319fef6a34b,GS,0.92,0.615384615,0.545454545,37,7,10,13
2017,94ecc245-0b71-4c05-a25c-de8d1c13b9e3,OKC,0.821428571,0.50877193,0.296296296,16,13,10,-3
2018,b52ba119-1725-45f0-a51d-5f5f994b49c9,HOU,0.888888889,0.709677419,0.326923077,19,6,9,11
2018,50ad2778-7113-41b3-b36a-85893e19594a,BOS,0.71875,0.4375,0.303030303,30,15,8,-8
2018,f27add15-2945-467c-b50d-347eeaef7627,PHI,0.740740741,0.62962963,0.333333333,31,11,15,-2
2019,4f555780-1a8a-4a08-8ad3-151d00204e11,IND,0.75,0.387096774,0.285714286,16,14,13,-11
2017,610a79ba-e740-456b-aa50-43ed25a9fa18,BKN,0.80952381,0.458333333,0.363636364,26,7,9,-12
2019,7f47e67a-84a2-46f4-ad79-d2cb1f55784a,CHI,0.653846154,0.390625,0.518518519,25,12,14,20
2018,3b6ef11a-a074-42a4-a640-c08a14724957,NO,0.764705882,0.5,0.321428571,25,8,14,-4
2019,786e277d-a48f-475f-8b5a-7a51f7d7f509,PHI,0.676470588,0.537313433,0.35,24,9,9,7
2018,e6f119c3-5a6e-4672-88b5-220d6cff947f,LAC,0.764705882,0.46031746,0.542857143,33,9,16,21
2017,d1a7b78c-e476-4721-92aa-2c7d7ac9edb9,IND,1,0.563636364,0.304347826,20,10,18,-10
2019,184a8acf-2386-4d3f-81d3-3bd0caa6d764,BOS,0.6875,0.523809524,0.565217391,23,6,12,16
2018,1bd7bc77-88c4-48a3-a537-425021267a79,IND,0.75,0.441176471,0.310344828,23,12,12,-24
2018,125f623a-6879-4979-9930-e75f769760d8,LAC,0.75,0.428571429,0.419354839,22,4,10,-8
2019,e737346c-14f2-492b-9f5d-23bd5b48e4bf,NO,0.592592593,0.62295082,0.358974359,37,13,15,-5
2018,24818da9-d163-4399-be86-caac3351df53,MLW,0.695652174,0.547169811,0.179487179,18,15,18,-10
2017,8369f216-20cc-499d-b37e-98863810021a,SAC,0.866666667,0.465517241,0.36,24,13,16,6
2019,f6e9fd72-3214-4f23-a333-e21e571fe86a,LAC,0.804878049,0.615384615,0.541666667,25,6,10,6
2018,18a5e565-9dc4-4f1b-b70a-e35b998512a6,ORL,0.866666667,0.528301887,0.323529412,22,10,15,2
2018,86960f90-238d-409b-bd1b-ddfe3d70a6bf,ATL,0.695652174,0.468085106,0.475,26,9,16,3
2017,d0313229-ee18-4d9e-8875-04d7792f3022,HOU,0.695652174,0.630434783,0.27027027,15,8,11,3
2019,dd013f1a-7fe5-485d-acb2-cb5ede8f694a,GS,0.84375,0.360655738,0.523809524,26,11,14,-7
2018,c4e678dd-b678-4d8c-afde-8a1073b768d9,IND,1,0.452054795,0.518518519,34,12,8,25
2019,02843f8f-f8b3-450f-bbb5-4498685381a8,GIA,0.631578947,0.662650602,0.275,38,15,21,-2
2017,3f2ed142-5bae-444a-a349-9c63e09ecd49,LAC,0.838709677,0.625,0.391304348,23,4,19,8
2019,da996432-ac49-4bd1-9929-59b0b35ed051,CLE,0.764705882,0.6875,0.269230769,25,10,23,2
2018,e57efe10-5436-4a50-882b-d44f4495edd2,LAK,0.739130435,0.538461538,0.407407407,26,11,19,24
2017,71e43742-b389-4b1d-8be9-37fe0a379220,PHI,0.638888889,0.568627451,0.351351351,33,7,15,12
2018,ecd96ce5-3240-4a3c-9eba-eac73f75adda,WAS,0.666666667,0.53968254,0.296296296,20,10,8,10
2019,9a19493c-bed4-4b76-9dd2-27ebd2f5a04e,NO,0.6,0.472727273,0.444444444,24,12,17,-7
2018,6b96c9ec-1911-43ec-a336-ab451aaf4a36,PHI,0.6,0.597014925,0.461538462,30,9,6,16
2017,12a3885f-957f-4bc3-b72b-fbd39e581b8a,DET,0.75,0.555555556,0.285714286,26,10,16,11
2019,f9756d8f-6fe7-4a9d-9b65-be0b7544fbfc,MIA,0.777777778,0.6,0.4375,34,8,19,9
2017,405a3362-f578-4dd8-96d1-1f1e93b9e716,BKN,0.933333333,0.405405405,0.324324324,19,2,17,-34
2019,63a11335-6469-4eb7-af99-1dc9de18c264,OKC,0.823529412,0.591836735,0.466666667,30,7,18,6
2018,7489849a-c2c9-4ac3-a4d1-0a4fc6165306,SA,0.791666667,0.62295082,0.454545455,25,8,11,38
2018,8c5e9f15-6118-49f2-b51e-abd21062573f,DET,0.62962963,0.444444444,0.344827586,21,5,16,-3
2018,79b492b5-cb6f-4159-a90d-a82352d68125,POR,0.75,0.5,0.384615385,30,7,11,-10
2019,0936389f-1346-44ea-9c2c-c35f4e1b7d16,MEM,0.7,0.58,0.361111111,28,16,15,7
2018,85571362-a1c1-405a-abc1-bc384a6b0c31,DEN,0.903225806,0.545454545,0.333333333,26,10,7,26
2017,b801c0c0-662f-4db9-b0b7-56ee3ec4a843,MIA,0.678571429,0.471698113,0.413793103,19,15,13,9
2017,2322593b-f1fa-4c44-9456-43d5118525b7,MEM,0.818181818,0.545454545,0.172413793,20,11,10,-7
2017,64872296-d7d0-420e-a6a2-10edffb5eb1b,CHI,0.666666667,0.447368421,0.411764706,21,9,9,3
2018,7ae56950-0d4f-4ec1-937b-b3daac43873c,OKC,0.777777778,0.56,0.27027027,21,13,19,-9
2019,3eaf84c4-2b18-4f44-9362-fc0655d9ed8d,ORL,0.818181818,0.706896552,0.3,36,10,15,11
2017,05535efa-5432-4357-8d95-96172796e872,PHI,0.9,0.524590164,0.470588235,35,11,11,19
2018,a27146a5-55dd-4a8a-9698-cc95ad29bdde,WAS,0.75,0.448979592,0.545454545,28,6,16,7
2019,1312fd34-5565-4327-a7c4-21c8a4a3ed84,SAC,0.75,0.40625,0.571428571,20,14,20,-2
2018,f7c7e8ed-896d-4ac4-9ea7-120babf53e89,SA,0.791666667,0.546666667,0.1875,20,12,13,4
2018,0d525e10-5d5a-4412-844d-e32318f77beb,PHO,0.666666667,0.471698113,0.413793103,25,4,14,-10
2018,8501051e-fe83-4409-ae3c-08c3780df5db,CHA,0.818181818,0.523809524,0.393939394,26,11,13,13
2018,b9068bec-8945-42ea-9a02-4dc2c34e2119,ATL,0.75,0.716981132,0.486486486,36,10,18,16
2017,a4e3cd0f-ac6d-42c2-b76d-6f900cef7b9e,SAC,0.607142857,0.424242424,0.444444444,29,8,9,1
2018,0f800a18-fc0d-4065-a052-7da66d294a09,PHO,0.555555556,0.492307692,0.307692308,20,12,15,-9
2018,a4ddc08a-181e-4317-a255-60056c4ec234,MIN,0.8,0.466666667,0.423076923,23,4,9,-9
2018,fd9eba35-d72b-498c-ade0-c45cb6539361,PHI,0.766666667,0.484375,0.304347826,24,13,13,17
2019,1cc6b6d5-bdbf-4ff3-984a-3c4b5c22f952,NO,0.733333333,0.6,0.391304348,36,12,16,12
2017,3ef29c2c-6e87-431c-9e4a-160a74417f70,GS,0.923076923,0.492307692,0.363636364,32,8,17,-11
2018,4ffd31bc-d17d-4a19-b2b0-3070dd5df039,DAL,0.814814815,0.490196078,0.4,28,18,21,11
2018,169b128b-e23f-41d1-88c5-f4753b1f72fa,UTA,0.85,0.607843137,0.606060606,38,5,17,34
2019,41894e81-8cdd-48f8-9081-c16a09f119d9,IND,0.739130435,0.557377049,0.411764706,31,10,10,6
2018,98718a9b-f8be-4e21-baa3-343df77f5113,POR,0.625,0.645833333,0.395348837,23,11,12,15
2018,0461e89c-d758-4415-939f-5ca8ca5c204b,OKC,0.636363636,0.565217391,0.386363636,29,11,11,22
2019,f8eb9292-9b0d-49f9-a286-b51b8c41a77c,GS,0.708333333,0.540983607,0.321428571,25,18,21,-14
2019,8a9183bf-92cb-4ddd-a281-94c9289944bb,ORL,0.6875,0.428571429,0.21875,27,16,6,-15
2017,9ba9db94-7057-45be-aa33-bb6737e9f68f,IND,0.619047619,0.475409836,0.363636364,18,7,13,-23
2017,4d17f8f0-d5a1-4234-8e4e-a5d60beb9282,IND,0.7,0.649122807,0.318181818,30,8,16,13
2019,46a7b863-c841-4fe5-94d0-9f6ff7005a59,MEM,0.7,0.446153846,0.344827586,24,15,18,-8
2017,5903d9f1-46ca-4c3c-8826-6b22fbf2cffe,CLE,0.739130435,0.406779661,0.423076923,21,10,11,11
2017,a3026d91-d7c2-4726-b58c-11f1ebc18d46,MLW,0.875,0.525423729,0.346153846,24,5,13,9
2019,0598b9a3-ae19-4443-9740-cbaff2f15764,LAC,0.75,0.454545455,0.257142857,21,12,10,-15
2018,7609594f-e6ae-43dd-957a-3d4076716205,NO,0.8125,0.625,0.375,31,9,17,13
2018,0d32b8e1-747e-47b8-bfec-2a77cbbe4508,LAC,0.777777778,0.509090909,0.377777778,33,9,5,9
2019,4c263739-fcaa-45f9-bd4d-01397ec1cc73,MIA,0.833333333,0.6,0.340909091,32,9,14,-11
2017,5507127a-e7da-41b6-b4af-a3b26ef00deb,MIA,0.774193548,0.428571429,0.115384615,12,12,11,-24
2018,734fe91e-43b8-4e87-abd0-2d0aa20e9258,PHO,0.842105263,0.517241379,0.314285714,25,4,15,-7
2018,91797b00-c91d-4950-9001-f0ad70503b9c,MIN,0.838709677,0.561403509,0.434782609,26,9,23,7
2018,70006078-91a3-4cad-badc-ae611a24fe04,DET,0.76,0.490566038,0.344827586,21,13,14,-2
2019,b71f6a7b-2143-45ef-be6d-0ecc87ed519e,LAC,0.8,0.612903226,0.4375,22,10,16,25
2019,65dbc645-5dfe-47a4-a581-8a79cb8dddce,UTA,0.608695652,0.70212766,0.372093023,29,12,7,24
2017,074833e7-dd67-46d8-ba20-4d57f2044472,NY,0.666666667,0.519230769,0.486486486,33,9,12,24
2017,d36778d1-28d4-454b-a14b-f5221d3510fa,TOR,0.714285714,0.588235294,0.256410256,20,11,7,9
2017,7ef912f8-6593-4902-84e2-1f760e50a5a6,PHI,0.68,0.526315789,0.257142857,25,23,17,2
2019,04439a19-a43f-4a97-b220-93db75668d74,SA,0.764705882,0.5,0.4,29,7,13,-4
2019,5bd3aba9-c13a-41f8-9b42-ffea62032a53,HOU,0.709677419,0.566037736,0.470588235,20,13,15,26
2017,e9b0c15e-cfb9-4ff7-ba67-03f90b01ea5b,DET,0.526315789,0.4,0.444444444,20,15,11,-4
2017,d6e74cbb-ada5-445f-9ad8-8c6fc9dd4f76,IND,0.655172414,0.608695652,0.055555556,13,12,14,-8
2019,1f4ef00c-a1c7-4fcc-8cc5-5a89079ba5ef,DET,0.681818182,0.634615385,0.171428571,19,10,15,-13
2018,8bd80f40-693c-41c4-802d-76b6f2864032,MLW,0.761904762,0.717391304,0.365853659,26,4,9,22
2018,15e51d24-787a-489f-93a5-0981e8611cad,LAC,0.821428571,0.421875,0.34375,22,16,14,-19
2018,01e2067c-0902-4643-b2d9-ae8219c73ca0,WAS,0.666666667,0.622641509,0.307692308,19,2,13,14
2019,eecbbdd6-7f57-462b-8494-fd4f10fecce8,DEN,0.941176471,0.5,0.206896552,26,7,11,-9
2019,bcd9c5a9-ffc1-4c5f-8bff-41d02f9b0daa,MEM,0.8,0.514285714,0.424242424,33,8,12,1
2019,f900b84f-b7fa-4017-9a71-b9a3ae1404a3,BOS,0.780487805,0.6,0.266666667,15,9,10,21
2018,4da48a38-1cf0-4cf5-9476-80eb3481207e,BKN,0.714285714,0.339285714,0.366666667,11,14,20,-10
2017,b518f614-b435-4783-bfe5-d79309f3d56b,DEN,0.818181818,0.549019608,0.366666667,23,10,9,24
2018,2e768798-7f38-442b-a007-a91d1c4e9b69,PHI,0.857142857,0.693877551,0.488372093,40,8,15,42
2018,8e86d5b8-4b0e-4326-b52e-a29bba8876f9,DEN,0.735294118,0.507246377,0.277777778,20,15,12,-2
2019,f60f046c-bce9-479d-8b1b-e085191dba35,HOU,1,0.509803922,0.4,23,6,9,-10
2017,c06bb3ff-fae3-4d01-af99-dc72cd21feb0,CLE,0.884615385,0.531914894,0.433333333,18,2,12,6
2017,3e9849f3-fad4-4657-a7fb-f4dc578ee6e4,MEM,0.764705882,0.492063492,0.357142857,23,15,11,6
2017,78305105-393a-4444-8e01-17b8beb86e59,SA,1,0.411764706,0.451612903,30,10,16,3
2018,e8212983-6dff-4338-ae09-dfe45ccb6091,CHA,0.909090909,0.508196721,0.458333333,29,6,8,25
2018,e9ddcca0-1578-4c13-9095-c97907222706,PHO,0.740740741,0.551724138,0.473684211,24,7,17,-10
2018,41d0c252-160b-4b54-b70e-52991269d3b1,LAK,0.685714286,0.438596491,0.366666667,23,8,17,-11
2017,b116af6b-9533-48a6-a57b-0cca74f19f53,BKN,0.875,0.403508772,0.357142857,17,13,18,-23
2019,7d0f3205-e6ee-45a4-8992-19b8ca58d933,ATL,0.866666667,0.508474576,0.294117647,18,10,19,-33
2017,ed64a122-6920-4bb4-98cd-07ecb84ff9c9,WAS,0.724137931,0.50877193,0.380952381,25,4,14,-7
2017,eaf97b73-980f-4463-b771-a928f585da4e,ORL,0.882352941,0.428571429,0.405405405,21,9,20,-2
2019,67f68c7f-1dac-4f37-b02d-f75a86803dc2,HOU,0.9,0.612244898,0.288888889,27,9,19,3
2019,47d8b2c3-8a38-480d-8a81-b7e213c5d5e3,CHA,0.9,0.426229508,0.228571429,22,12,10,-8
2019,c7147432-4239-4cc6-978e-c354787cd330,ATL,0.592592593,0.603773585,0.488372093,33,12,15,5
2017,62e06703-d078-49b1-b2c7-64ef53ac58ac,MIN,0.928571429,0.454545455,0.333333333,19,7,12,-24
2018,e83ddaa6-47ff-41b6-9ce9-da2ecef31af5,POR,0.857142857,0.5,0.290322581,30,11,12,-2
2018,41f32a78-43e8-4332-a651-aa4eb19562fc,GS,0.826086957,0.52,0.228571429,26,9,21,-33
2018,b4aaa0a6-ff59-4065-ada3-5a3ed639bb1a,HOU,0.681818182,0.522727273,0.351351351,17,9,17,7
2018,7beb8e2c-8dbb-47b6-a024-e0e475d3aba2,CHA,0.714285714,0.568965517,0.30952381,30,5,6,9
2018,83fe1d01-9706-432a-949c-4de63e32643d,CHI,0.733333333,0.485714286,0.388888889,20,11,12,-17
2017,478f4c23-47dc-4487-92eb-093cc7958907,DEN,0.714285714,0.673076923,0.405405405,38,8,7,26
2018,9f17a657-bceb-4c6e-974e-ea1ce7c05513,NO,0.75,0.4,0.344827586,21,8,14,-30
2019,beb345cf-693b-4730-8815-209b54381721,MLW,0.625,0.62745098,0.457142857,30,10,13,44
2019,5a94ea33-2061-498e-9e9e-96bc90cbb1c6,OKC,0.782608696,0.490566038,0.405405405,20,8,12,11
2017,504e86a1-7fbc-406d-8af3-71dce6f6f372,LAK,0.75,0.583333333,0.393939394,32,13,16,22
2017,e2b23c81-cb89-4454-9877-f44774ff64bc,CHA,0.8,0.52,0.305555556,17,12,21,18
2018,8cae93bc-2c3f-4358-9f64-0a9d434aec8d,MIA,0.6,0.457627119,0.333333333,25,16,15,-10
2017,15a9c085-264c-46d4-a12b-c75a70c5110e,NO,0.655172414,0.618181818,0.387096774,28,11,11,9
2019,207e8942-244d-4bc8-b3cc-be10c629b267,DET,0.791666667,0.591836735,0.5,37,8,16,20
2019,f8912b07-5195-4802-89c7-2ca1ba421f14,BOS,0.909090909,0.509433962,0.428571429,27,14,22,15
2017,b630e1fb-8928-4c73-828b-47f53fbb1945,OKC,0.666666667,0.617021277,0.393939394,21,6,18,28
2019,17c75bfb-53b3-4614-a342-4090d75d85b9,CLE,0.7,0.510204082,0.294117647,22,10,16,-6
2018,31bac7d4-59e7-4f8e-bbb8-8e15e43e9ed7,BKN,0.764705882,0.45,0.464285714,25,15,11,-8
2017,9d5ab41a-3124-4fa7-bd11-fea49b899501,LAK,0.75,0.555555556,0.333333333,27,9,17,-7
2019,06acff66-1b42-46f7-a758-481e39cccfb7,TOR,0.764705882,0.471698113,0.512195122,26,17,12,28
2017,3e8df09d-f369-4650-99c2-a4cfcb3f59a2,CHA,0.580645161,0.46875,0.285714286,16,10,14,-5
2019,190b0c3e-ad97-4b32-969a-84e58b9573f9,WAS,0.607142857,0.385542169,0.344827586,26,19,9,10
2018,5ceec79b-e8a9-4ce7-aaae-edb3bb98fc6a,MIA,0.722222222,0.426229508,0.3125,21,14,13,7
2017,95aed366-30dd-4949-99ce-371a731c55ab,SA,0.583333333,0.541666667,0.264705882,24,10,20,-8
2018,663676a1-d85a-4c02-80e9-aef8083f2f6f,OKC,0.56,0.454545455,0.25,19,16,16,-6
2019,d9bb2365-7dad-4b5e-9283-bf7f7ff54524,TOR,0.8,0.555555556,0.465116279,40,16,10,36
2017,c47f189f-caf8-4657-b4a1-e3d3e97abca5,NY,0.823529412,0.53968254,0.294117647,16,6,12,4
2019,dfa9d6d1-5fe4-45e5-b328-6e3a3db04f17,CHA,0.833333333,0.382978723,0.358974359,24,8,13,-13
2017,0db2cfe8-c083-40e3-875b-39446c72e42a,BOS,0.933333333,0.626865672,0.6,31,4,10,28
2019,ae19aa7f-1c34-4995-b556-3cd307ac5773,DEN,0.772727273,0.523809524,0.44,32,3,10,-4
2017,f4e46a3b-c461-4b09-9b0b-9d7307cfa84a,CLE,0.8,0.56,0.416666667,32,8,14,9
2018,f52e3290-10e5-4a0b-a6d9-085ccb36a798,POR,0.904761905,0.52238806,0.481481481,29,12,8,6
2017,e4217167-fac6-4ff0-a2d9-fd2b8b118cfc,PHO,0.787878788,0.422535211,0.318181818,15,22,29,-6
2018,74f051c6-56c3-44c6-9121-8acf46a389b5,UTA,0.857142857,0.568627451,0.363636364,24,4,13,13
2017,d9fe3b03-ff25-4b94-9d56-710d07a07f2c,HOU,0.814814815,0.482758621,0.27027027,22,11,7,-8
